Nome_Serie,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,ID_1_OPT,ID_2_OPT,ID_3_OPT,ID_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT
EMSR203_3_15SVB_x432425_y4138875_S2L2A,2017-02-16T17:03:51.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,NaN,NaN,2016-05-12,2016-05-12,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVB,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVB,37.38278129302426,-93.7489094270249,N/A,EPSG:32615
EMSR411_1_31TGJ_x300545_y4808185_S2L2A,2019-09-29T10:20:29.024000Z,2019-10-27T10:31:31.024000Z,2019-11-28T10:22:59.024000Z,2019-12-31T10:33:39.024000Z,2018-09-22,2018-10-22,2018-12-01,2018-12-31,COPERNICUS/S2_SR_HARMONIZED/20180922T103021_20180922T103817_T31TGJ,COPERNICUS/S2_SR_HARMONIZED/20181022T103051_20181022T103053_T31TGJ,COPERNICUS/S2_SR_HARMONIZED/20181201T103401_20181201T103400_T31TGJ,COPERNICUS/S2_SR_HARMONIZED/20181231T103431_20181231T103428_T31TGJ,43.38889261227896,6.553147374567233,N/A,EPSG:32631
EMSR332_1_32TPR_x652585_y5039505_S2L2A,2018-09-21T10:10:19.024000Z,2018-10-04T10:20:19.025000Z,2018-11-03T10:21:59.024000Z,2018-11-18T10:23:11.024000Z,2017-09-21,2017-10-11,2017-10-24,2017-11-18,COPERNICUS/S2_SR_HARMONIZED/20170921T101021_20170921T101436_T32TPR,COPERNICUS/S2_SR_HARMONIZED/20171011T101021_20171011T101146_T32TPR,COPERNICUS/S2_SR_HARMONIZED/20171024T102111_20171024T102105_T32TPR,COPERNICUS/S2_SR_HARMONIZED/20171118T102309_20171118T102306_T32TPR,45.48063308953733,10.968693734348557,N/A,EPSG:32632
EMSR771_1_32TQQ_x715805_y4941135_S2L2A,2024-08-25T10:05:51.024000Z,2024-08-25T10:05:51.024000Z,2024-10-24T10:11:01.024000Z,2024-11-23T10:13:41.024000Z,2023-08-16,2023-08-16,NaN,2023-11-29,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TQQ,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TQQ,NaN,COPERNICUS/S2_SR_HARMONIZED/20231129T101351_20231129T101346_T32TQQ,44.579346577047,11.734337732351937,N/A,EPSG:32632
EMSR504_1_56JML_x496435_y6557615_S2L2A,2021-01-25T23:52:49.024000Z,2021-03-01T23:52:51.024000Z,2021-03-21T23:52:41.024000Z,2021-04-20T23:52:41.024000Z,2020-01-21,2020-03-01,NaN,2020-04-15,COPERNICUS/S2_SR_HARMONIZED/20200121T235239_20200121T235238_T56JML,COPERNICUS/S2_SR_HARMONIZED/20200301T235239_20200301T235242_T56JML,NaN,COPERNICUS/S2_SR_HARMONIZED/20200415T235241_20200415T235244_T56JML,-31.126845612421704,152.97598056511052,N/A,EPSG:32756
EMSR229_3_14RNR_x576145_y3073865_S2L2A,2017-07-04T17:25:49.027000Z,2017-08-13T17:25:49.027000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,2016-07-11,NaN,2016-08-23,2016-09-09,COPERNICUS/S2_SR_HARMONIZED/20160711T170312_20160711T171110_T14RNR,NaN,COPERNICUS/S2_SR_HARMONIZED/20160823T172552_20160823T172552_T14RNR,COPERNICUS/S2_SR_HARMONIZED/20160909T170302_20160909T171107_T14RNR,27.77557974153456,-98.21422736780615,N/A,EPSG:32614
EMSR779_3_33PVP_x491715_y1332185_S2L2A,2024-09-29T09:20:31.024000Z,2024-11-13T09:21:39.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,2023-09-20,2023-11-04,2023-11-19,2023-12-14,COPERNICUS/S2_SR_HARMONIZED/20230920T091649_20230920T092654_T33PVP,COPERNICUS/S2_SR_HARMONIZED/20231104T092141_20231104T093603_T33PVP,COPERNICUS/S2_SR_HARMONIZED/20231119T092159_20231119T093231_T33PVP,COPERNICUS/S2_SR_HARMONIZED/20231214T092401_20231214T093628_T33PVP,12.039388799345511,14.935595472914317,N/A,EPSG:32633
EMSR424_3_38KPG_x686295_y8186955_S2L2A,2019-12-05T07:11:59.024000Z,2020-01-14T07:11:59.024000Z,2020-02-08T07:12:01.024000Z,2020-03-09T07:12:01.024000Z,NaN,2019-01-19,2019-02-13,2019-02-28,NaN,COPERNICUS/S2_SR_HARMONIZED/20190119T071209_20190119T071207_T38KPG,COPERNICUS/S2_SR_HARMONIZED/20190213T071201_20190213T071338_T38KPG,COPERNICUS/S2_SR_HARMONIZED/20190228T071209_20190228T071206_T38KPG,-16.402946593977994,46.75645974509665,N/A,EPSG:32738
EMSR712_6_32UND_x553775_y5793295_S2L2A,2023-11-15T10:33:11.024000Z,2023-11-15T10:33:11.024000Z,2023-12-27T10:23:39.024000Z,2024-01-19T10:32:49.024000Z,2022-11-05,2022-11-05,NaN,2023-01-09,COPERNICUS/S2_SR_HARMONIZED/20221105T103119_20221105T103122_T32UNC,COPERNICUS/S2_SR_HARMONIZED/20221105T103119_20221105T103122_T32UNC,NaN,COPERNICUS/S2_SR_HARMONIZED/20230109T103421_20230109T103416_T32UND,52.2757928388608,9.806861756367741,N/A,EPSG:32632
EMSR444_3_34UFU_x691515_y5332935_S2L2A,2020-04-23T09:20:31.024000Z,2020-05-23T09:20:31.024000Z,2020-06-27T09:20:29.024000Z,2020-07-10T09:30:39.024000Z,2019-04-19,2019-05-19,2019-06-18,2019-07-16,COPERNICUS/S2_SR_HARMONIZED/20190419T092031_20190419T092653_T34UFU,COPERNICUS/S2_SR_HARMONIZED/20190519T092031_20190519T092032_T34UFU,COPERNICUS/S2_SR_HARMONIZED/20190618T092031_20190618T092705_T34UFU,COPERNICUS/S2_SR_HARMONIZED/20190716T093049_20190716T093043_T34UFU,48.108999341266745,23.590027118128805,N/A,EPSG:32634
EMSR258_13_34TDK_x424645_y4467915_S2L2A,2017-10-04T09:30:19.027000Z,2017-11-23T09:33:09.027000Z,2017-12-08T09:33:51.026000Z,2017-12-23T09:33:59.027000Z,NaN,NaN,NaN,2016-12-23,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20161223T093412_20161223T093656_T34TDK,40.34702632446071,20.12771693238349,N/A,EPSG:32634
EMSR203_2_15SVA_x406125_y4076005_S2L2A,2017-03-08T17:03:01.026000Z,2017-03-08T17:03:01.026000Z,2017-05-07T17:03:11.026000Z,2017-06-16T17:03:11.026000Z,NaN,NaN,NaN,2016-06-21,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160621T170312_20160621T170807_T15SVA,36.813893147335506,-94.0381883158711,N/A,EPSG:32615
EMSR777_1_16QCE_x334455_y1896175_S2L2A,2024-10-10T16:21:19.024000Z,2024-11-11T16:15:11.024000Z,2024-11-19T16:24:59.024000Z,2024-11-24T16:26:21.024000Z,2023-10-11,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20231011T162211_20231011T163555_T16QCD,NaN,NaN,NaN,17.13281484533048,-88.54420020466992,N/A,EPSG:32616
EMSR312_5_51QUV_x353565_y1936475_S2L2A,2018-08-01T02:16:49.024000Z,2018-08-16T02:16:01.024000Z,2018-09-20T02:15:59.024000Z,2018-10-15T02:16:41.024000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.498284831919058,121.63271061923479,N/A,EPSG:32651
EMSR629_2_42RVR_x482435_y3072915_S2L2A,2022-07-12T05:56:51.024000Z,2022-08-11T05:56:51.024000Z,2022-08-31T05:56:51.024000Z,2022-10-05T05:57:09.024000Z,2021-07-07,2021-08-06,2021-08-21,2021-10-05,COPERNICUS/S2_SR_HARMONIZED/20210707T055641_20210707T061006_T42RVR,COPERNICUS/S2_SR_HARMONIZED/20210806T055641_20210806T060459_T42RVR,COPERNICUS/S2_SR_HARMONIZED/20210821T055639_20210821T060734_T42RVR,COPERNICUS/S2_SR_HARMONIZED/20211005T055721_20211005T060609_T42RVR,27.769138152354103,68.83467190889337,N/A,EPSG:32642
EMSR352_1_39RTQ_x856565_y3428195_S2L2A,2019-02-20T07:29:39.024000Z,2019-03-02T07:28:29.024000Z,2019-04-08T07:16:19.024000Z,2019-04-11T07:26:19.024000Z,NaN,2018-03-02,2018-04-13,2018-04-13,NaN,COPERNICUS/S2_SR_HARMONIZED/20180302T072821_20180302T073721_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180413T071619_20180413T072008_T39RTQ,COPERNICUS/S2_SR_HARMONIZED/20180413T071619_20180413T072008_T39RTQ,30.92154102218676,48.74401824336712,N/A,EPSG:32639
EMSR229_3_14RNR_x581265_y3063625_S2L2A,2017-07-04T17:25:49.027000Z,2017-08-13T17:25:49.027000Z,2017-08-30T16:58:49.027000Z,2017-09-12T17:09:49.027000Z,2016-07-11,2016-08-13,2016-08-23,2016-09-09,COPERNICUS/S2_SR_HARMONIZED/20160711T170312_20160711T171110_T14RNR,COPERNICUS/S2_SR_HARMONIZED/20160813T171302_20160813T172556_T14RNR,COPERNICUS/S2_SR_HARMONIZED/20160823T172552_20160823T172552_T14RNR,COPERNICUS/S2_SR_HARMONIZED/20160909T170302_20160909T171107_T14RNR,27.682841339405734,-98.16297286169993,N/A,EPSG:32614
EMSR586_3_56HLJ_x308495_y6303925_S2L2A,2022-05-04T00:02:39.024000Z,2022-06-08T00:02:31.024000Z,2022-07-08T00:02:31.024000Z,2022-07-28T00:02:31.024000Z,2021-04-29,2021-06-13,2021-07-03,2021-07-18,COPERNICUS/S2_SR_HARMONIZED/20210429T000239_20210429T000235_T56HLJ,COPERNICUS/S2_SR_HARMONIZED/20210613T000241_20210613T000241_T56HLJ,COPERNICUS/S2_SR_HARMONIZED/20210703T000241_20210703T000242_T56HLJ,COPERNICUS/S2_SR_HARMONIZED/20210718T000239_20210718T000242_T56HLJ,-33.39862871233479,150.9545456126543,N/A,EPSG:32756
EMSR728_6_32UPU_x636895_y5318685_S2L2A,2024-04-27T10:06:01.024000Z,2024-05-10T10:20:21.025000Z,2024-06-04T10:15:59.024000Z,2024-06-19T10:20:31.024000Z,2023-04-21,2023-05-03,2023-05-28,2023-06-25,COPERNICUS/S2_SR_HARMONIZED/20230421T101559_20230421T101820_T32UPU,COPERNICUS/S2_SR_HARMONIZED/20230503T101021_20230503T101520_T32UPU,COPERNICUS/S2_SR_HARMONIZED/20230528T100559_20230528T101423_T32UPU,COPERNICUS/S2_SR_HARMONIZED/20230625T101601_20230625T101601_T32UPU,47.99505185809351,10.85211259801015,N/A,EPSG:32632
EMSR203_3_15SVA_x493725_y4071585_S2L2A,2017-03-08T17:03:01.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.77856690438905,-93.0560328189074,N/A,EPSG:32615
EMSR203_3_15SVB_x470825_y4143995_S2L2A,2017-02-16T17:03:51.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,NaN,NaN,2016-05-12,2016-05-12,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVB,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SVB,37.430882711340374,-93.31535543779677,N/A,EPSG:32615
EMSR774_1_15QTA_x241285_y2022055_S2L2A,2024-09-26T16:39:49.024000Z,2024-10-24T16:53:51.024000Z,2024-10-29T16:53:29.024000Z,2024-11-28T16:55:49.024000Z,2023-09-25,NaN,NaN,2023-11-19,COPERNICUS/S2_SR_HARMONIZED/20230925T164939_20230925T170518_T14QRF,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20231119T165601_20231119T170744_T14QRF,18.261029571911216,-95.43484628677142,N/A,EPSG:32615
EMSR347_6_36LYH_x703735_y8268445_S2L2A,2019-01-29T07:41:51.024000Z,2019-02-23T07:39:19.024000Z,2019-03-10T07:37:31.024000Z,2019-03-25T07:36:09.024000Z,2018-01-19,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20180119T074229_20180119T075845_T36LXH,NaN,NaN,NaN,-15.665232116899194,34.91267403144417,N/A,EPSG:32736
EMSR184_4_55HCC_x370255_y6281685_S2L2A,2016-08-04T00:26:02.026000Z,2016-09-23T00:21:02.026000Z,2016-10-03T00:25:52.026000Z,2016-10-23T00:25:52.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-33.608337294222956,145.6152225359302,N/A,EPSG:32755
EMSR783_1_30VVJ_x479685_y6363165_S2L2A,2024-11-20T11:44:01.024000Z,2024-12-10T11:45:01.024000Z,2025-01-01T11:34:09.024000Z,2025-02-05T11:33:41.025000Z,2023-11-16,2023-12-01,2023-12-26,2024-01-30,COPERNICUS/S2_SR_HARMONIZED/20231116T114351_20231116T114345_T30VVJ,COPERNICUS/S2_SR_HARMONIZED/20231201T114349_20231201T114344_T30VVJ,COPERNICUS/S2_SR_HARMONIZED/20231226T114511_20231226T114506_T30VVJ,COPERNICUS/S2_SR_HARMONIZED/20240130T114349_20240130T114344_T30VVJ,57.399390672695226,-3.3168290560886957,N/A,EPSG:32630
EMSR779_1_33PVM_x482995_y1199095_S2L2A,2024-08-30T09:20:31.024000Z,2024-10-29T09:21:11.024000Z,2024-11-23T09:22:19.024000Z,2024-12-23T09:23:19.024000Z,2023-08-26,2023-10-20,2023-11-19,2023-12-14,COPERNICUS/S2_SR_HARMONIZED/20230826T092031_20230826T093152_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231020T091919_20231020T092952_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231119T092159_20231119T093231_T33PVM,COPERNICUS/S2_SR_HARMONIZED/20231214T092401_20231214T093628_T33PVM,10.835731501873969,14.85608942729568,N/A,EPSG:32633
EMSR756_8_33UWT_x582335_y5720265_S2L2A,2024-07-21T10:05:59.024000Z,2024-09-06T09:55:49.024000Z,2024-09-21T10:00:31.024000Z,2024-10-24T10:11:01.024000Z,2023-07-14,2023-09-07,2023-09-12,NaN,COPERNICUS/S2_SR_HARMONIZED/20230714T095559_20230714T100440_T33UWT,COPERNICUS/S2_SR_HARMONIZED/20230907T100031_20230907T100606_T33UWT,COPERNICUS/S2_SR_HARMONIZED/20230912T095609_20230912T095812_T33UWT,NaN,51.61572338843136,16.20761509335713,N/A,EPSG:32633
EMSR550_13_55HED_x595285_y6305135_S2L2A,2021-09-19T00:11:09.024000Z,2021-09-19T00:11:09.024000Z,2021-11-18T00:11:09.024000Z,2021-12-03T00:11:11.024000Z,2020-09-14,2020-09-14,2020-11-08,2020-11-28,COPERNICUS/S2_SR_HARMONIZED/20200914T001109_20200914T001111_T55HED,COPERNICUS/S2_SR_HARMONIZED/20200914T001109_20200914T001111_T55HED,COPERNICUS/S2_SR_HARMONIZED/20201108T001111_20201108T001113_T55HED,COPERNICUS/S2_SR_HARMONIZED/20201128T001111_20201128T001109_T55HED,-33.40023369458865,148.03834871234787,N/A,EPSG:32755
EMSR342_4_54KWC_x592205_y7717995_S2L2A,2018-12-21T00:47:01.024000Z,2019-01-05T00:47:09.024000Z,2019-02-09T00:47:01.024000Z,2019-03-16T00:47:09.024000Z,2017-12-11,NaN,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20171211T004659_20171211T004654_T54KWC,NaN,NaN,NaN,-20.646466047954842,141.89733805309243,N/A,EPSG:32754
EMSR759_1_34UCU_x334195_y5300195_S2L2A,2024-07-30T09:50:31.024000Z,2024-08-14T09:45:49.024000Z,2024-09-20T09:40:29.025000Z,2024-10-18T09:50:31.024000Z,2023-07-23,2023-08-12,2023-09-11,2023-10-14,COPERNICUS/S2_SR_HARMONIZED/20230723T094041_20230723T094035_T33UYP,COPERNICUS/S2_SR_HARMONIZED/20230812T094041_20230812T094640_T33UYP,COPERNICUS/S2_SR_HARMONIZED/20230911T094041_20230911T094035_T33UYP,COPERNICUS/S2_SR_HARMONIZED/20231014T095031_20231014T095250_T34UCU,47.82257575615069,18.80184490174845,N/A,EPSG:32634
EMSR264_9_39KTU_x265035_y7816475_S2L2A,2017-11-07T07:02:31.026000Z,2017-12-22T07:02:19.027000Z,2018-01-06T07:02:31.026000Z,2018-01-16T07:02:31.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-19.74499697287284,48.76998890978582,N/A,EPSG:32739
EMSR479_1_15QVA_x479905_y2013215_S2L2A,2020-09-17T16:38:39.024000Z,2020-10-12T16:42:31.024000Z,2020-11-08T16:35:11.024000Z,2020-11-11T16:45:31.024000Z,2019-09-25,2019-10-20,2019-10-30,2019-11-12,COPERNICUS/S2_SR_HARMONIZED/20190925T163021_20190925T164735_T15QVA,COPERNICUS/S2_SR_HARMONIZED/20191020T163319_20191020T164730_T15QVA,COPERNICUS/S2_SR_HARMONIZED/20191030T163419_20191030T164726_T15QVA,COPERNICUS/S2_SR_HARMONIZED/20191112T164529_20191112T165426_T15QVA,18.196546207147655,-93.17797555493307,N/A,EPSG:32615
EMSR264_6_39KUA_x317945_y8077695_S2L2A,2017-11-07T07:02:31.026000Z,2017-12-07T07:02:31.026000Z,2018-01-06T07:02:31.026000Z,2018-01-16T07:02:31.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-17.390703378069112,49.298271092433254,N/A,EPSG:32739
EMSR470_1_31PBM_x218815_y1111795_S2L2A,2020-08-19T10:20:31.024000Z,2020-09-23T10:16:49.024000Z,2020-10-20T10:09:49.025000Z,2020-10-23T10:20:29.024000Z,2019-08-15,2019-09-24,2019-10-19,2019-10-19,COPERNICUS/S2_SR_HARMONIZED/20190815T102031_20190815T103108_T31PBM,COPERNICUS/S2_SR_HARMONIZED/20190924T102021_20190924T103548_T31PBM,COPERNICUS/S2_SR_HARMONIZED/20191019T102029_20191019T103015_T30PZS,COPERNICUS/S2_SR_HARMONIZED/20191019T102029_20191019T103015_T30PZS,10.036358787468378,0.4464871851704982,N/A,EPSG:32631
EMSR570_1_56JNN_x527905_y6781035_S2L2A,2022-02-09T23:52:39.024000Z,2022-03-21T23:52:39.024000Z,2022-03-31T23:52:39.024000Z,2022-04-10T23:52:39.024000Z,NaN,2021-03-26,2021-03-26,2021-04-10,NaN,COPERNICUS/S2_SR_HARMONIZED/20210326T235249_20210326T235243_T56JNN,COPERNICUS/S2_SR_HARMONIZED/20210326T235249_20210326T235243_T56JNN,COPERNICUS/S2_SR_HARMONIZED/20210410T235241_20210410T235240_T56JNN,-29.11027143584344,153.29990766606537,N/A,EPSG:32756
EMSR264_4_38LQJ_x804105_y8298635_S2L2A,2017-12-02T07:02:19.027000Z,2017-12-20T07:12:11.026000Z,2018-01-14T07:12:09.027000Z,2018-02-03T07:12:09.027000Z,2016-11-22,NaN,2017-01-11,NaN,COPERNICUS/S2_SR_HARMONIZED/20161122T070232_20161122T070232_T38LQJ,NaN,COPERNICUS/S2_SR_HARMONIZED/20170111T070211_20170111T070319_T38LQH,NaN,-15.38245473540745,47.844656330368075,N/A,EPSG:32738
EMSR166_4_33UUP_x348075_y5351945_S2L2A,2016-04-29T10:10:32.029000Z,2016-05-06T10:00:32.027000Z,2016-06-05T10:00:32.027000Z,2016-06-18T10:10:32.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.291285438874056,12.968933474517153,N/A,EPSG:32633
EMSR756_10_33UWT_x513695_y5744155_S2L2A,2024-07-21T10:05:59.024000Z,2024-09-06T09:55:49.024000Z,2024-09-21T10:00:31.024000Z,2024-10-24T10:11:01.024000Z,2023-07-14,2023-09-07,2023-09-15,2023-10-17,COPERNICUS/S2_SR_HARMONIZED/20230714T095559_20230714T100440_T33UWT,COPERNICUS/S2_SR_HARMONIZED/20230907T100031_20230907T100606_T33UWT,COPERNICUS/S2_SR_HARMONIZED/20230915T100639_20230915T100745_T33UWT,COPERNICUS/S2_SR_HARMONIZED/20231017T100031_20231017T100036_T33UWT,51.83653733148579,15.217270554012638,N/A,EPSG:32633
EMSR279_2_30TXN_x621455_y4768225_S2L2A,2018-01-29T11:03:09.027000Z,2018-03-30T10:56:19.027000Z,2018-04-19T10:56:19.027000Z,2018-04-24T10:56:51.024000Z,NaN,NaN,2017-04-09,2017-04-19,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20170409T105651_20170409T110529_T30TXN,COPERNICUS/S2_SR_HARMONIZED/20170419T105621_20170419T110601_T30TXN,43.045326911430394,-1.4931687782585252,N/A,EPSG:32630
EMSR332_1_32TPR_x665385_y5031825_S2L2A,2018-09-21T10:10:19.024000Z,2018-10-04T10:20:19.025000Z,2018-11-03T10:21:59.024000Z,2018-11-18T10:23:11.024000Z,2017-09-21,NaN,2017-10-31,2017-11-18,COPERNICUS/S2_SR_HARMONIZED/20170921T101021_20170921T101436_T32TPR,NaN,COPERNICUS/S2_SR_HARMONIZED/20171031T101141_20171031T101406_T32TPR,COPERNICUS/S2_SR_HARMONIZED/20171118T102309_20171118T102306_T32TPR,45.40861224484704,11.12976246094047,N/A,EPSG:32632
EMSR771_6_32TPQ_x637885_y4972155_S2L2A,2024-08-23T10:15:59.024000Z,2024-09-27T10:18:11.024000Z,2024-10-22T10:19:59.024000Z,2024-11-11T10:21:49.024000Z,2023-08-14,2023-09-25,2023-10-28,2023-11-07,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TPQ,COPERNICUS/S2_SR_HARMONIZED/20230925T100649_20230925T101451_T32TPQ,COPERNICUS/S2_SR_HARMONIZED/20231028T102039_20231028T102035_T32TPQ,COPERNICUS/S2_SR_HARMONIZED/20231107T102139_20231107T102542_T32TPQ,44.87774915783626,10.761902815819763,N/A,EPSG:32632
EMSR472_1_48QWE_x595715_y1991185_S2L2A,2020-09-02T03:15:41.024000Z,2020-09-15T03:25:41.024000Z,2020-10-20T03:27:49.024000Z,2020-10-22T03:18:01.024000Z,2019-09-08,2019-09-08,2019-10-11,2019-10-23,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QWE,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QWE,COPERNICUS/S2_SR_HARMONIZED/20191011T032651_20191011T034152_T48QWE,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QWE,17.995344086983707,105.91613156490779,N/A,EPSG:32648
EMSR203_4_15SVA_x403335_y4014375_S2L2A,2017-03-08T17:03:01.026000Z,2017-04-24T16:53:11.026000Z,2017-05-07T17:03:11.026000Z,2017-05-14T16:53:21.026000Z,NaN,NaN,2016-05-12,2016-05-12,NaN,NaN,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SUA,COPERNICUS/S2_SR_HARMONIZED/20160512T170312_20160512T171144_T15SUA,36.25810959488645,-94.061840598942,N/A,EPSG:32615
EMSR187_1_35TNL_x559065_y5033095_S2L2A,2016-09-05T09:00:22.026000Z,2016-09-28T09:10:22.026000Z,2016-10-15T09:00:12.026000Z,2016-11-04T09:01:32.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.43729820945543,27.771478684751273,N/A,EPSG:32635
EMSR330_3_33SWB_x507685_y4128905_S2L2A,2018-09-05T09:50:19.024000Z,2018-10-07T09:40:31.024000Z,2018-10-27T09:41:01.024000Z,2018-10-30T09:51:21.024000Z,2017-08-26,2017-10-15,2017-10-17,2017-10-22,COPERNICUS/S2_SR_HARMONIZED/20170826T095031_20170826T095913_T33SWB,COPERNICUS/S2_SR_HARMONIZED/20171015T095031_20171015T095944_T33SWB,COPERNICUS/S2_SR_HARMONIZED/20171017T094019_20171017T094933_T33SWB,COPERNICUS/S2_SR_HARMONIZED/20171022T094041_20171022T094438_T33SWB,37.295240807549135,15.101093433591686,N/A,EPSG:32633
EMSR167_1_31UFS_x618905_y5667315_S2L2A,2016-05-01T10:50:32.029000Z,2016-05-08T10:40:32.027000Z,2016-06-07T10:40:32.027000Z,2016-07-20T10:50:32.026000Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.133198079561396,4.71768452709761,N/A,EPSG:32631
EMSR445_2_34TFQ_x673005_y4997085_S2L2A,2020-05-23T09:20:31.024000Z,2020-06-20T09:30:39.024000Z,2020-06-27T09:20:29.024000Z,2020-06-30T09:30:39.024000Z,2019-05-19,2019-06-13,2019-06-18,2019-07-01,COPERNICUS/S2_SR_HARMONIZED/20190519T092031_20190519T092032_T34TFR,COPERNICUS/S2_SR_HARMONIZED/20190613T092039_20190613T092035_T34TFQ,COPERNICUS/S2_SR_HARMONIZED/20190618T092031_20190618T092705_T34TFR,COPERNICUS/S2_SR_HARMONIZED/20190701T093041_20190701T093039_T34TFQ,45.09427773516131,23.21488217426021,N/A,EPSG:32634
EMSR472_1_48QXE_x677945_y1922095_S2L2A,2020-09-05T03:25:41.024000Z,2020-09-15T03:25:41.024000Z,2020-10-20T03:27:49.024000Z,2020-10-22T03:18:01.024000Z,2019-09-08,2019-09-08,2019-10-23,2019-10-23,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20190908T031541_20190908T031647_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QXE,COPERNICUS/S2_SR_HARMONIZED/20191023T031759_20191023T032544_T48QXE,17.365890651411544,106.68682043972356,N/A,EPSG:32648
EMSR706_3_31UDS_x441105_y5617415_S2L2A,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-11T10:53:01.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-22,2022-11-01,2022-11-29,COPERNICUS/S2_SR_HARMONIZED/20220828T104631_20220828T104633_T31UDS,COPERNICUS/S2_SR_HARMONIZED/20221022T105009_20221022T105642_T31UDS,COPERNICUS/S2_SR_HARMONIZED/20221101T105109_20221101T105109_T31UDS,COPERNICUS/S2_SR_HARMONIZED/20221129T110411_20221129T110414_T31UDS,50.69422616012233,2.184191611790367,N/A,EPSG:32631
EMSR445_1_35UMP_x496095_y5336985_S2L2A,2020-05-13T09:20:31.024000Z,2020-06-12T09:20:41.024000Z,2020-06-27T09:20:29.024000Z,2020-07-02T09:20:31.025000Z,2019-05-19,2019-06-08,2019-06-20,2019-06-30,COPERNICUS/S2_SR_HARMONIZED/20190519T092031_20190519T092032_T35UMP,COPERNICUS/S2_SR_HARMONIZED/20190608T092031_20190608T092031_T35UMP,COPERNICUS/S2_SR_HARMONIZED/20190620T090559_20190620T091333_T35UMP,COPERNICUS/S2_SR_HARMONIZED/20190630T090559_20190630T091615_T35UMP,48.17462527592281,26.964623631928813,N/A,EPSG:32635
EMSR442_7_35WNU_x549845_y7808165_S2L2A,2020-04-29T10:25:59.024000Z,2020-05-10T10:00:29.024000Z,2020-06-13T10:30:31.024000Z,2020-06-20T10:20:31.024000Z,2019-04-25,2019-05-07,2019-06-21,2019-06-21,COPERNICUS/S2_SR_HARMONIZED/20190425T103029_20190425T103029_T35WNU,COPERNICUS/S2_SR_HARMONIZED/20190507T102031_20190507T102027_T35WNU,COPERNICUS/S2_SR_HARMONIZED/20190621T102029_20190621T102031_T35WNU,COPERNICUS/S2_SR_HARMONIZED/20190621T102029_20190621T102031_T35WNU,70.3626636764584,28.36303806568169,N/A,EPSG:32635
