Nome_Serie,Data_1,Data_2,Data_3,Data_4,BBox_1,BBox_2,BBox_3,BBox_4,Lat_Centro,Lon_Centro,EPSG
EMSR326_3_30SUF_x308835_y4064685_S1RTC,2018-09-02T06:18:41.856094Z,2018-10-02T06:19:17.393274Z,2018-10-25T06:26:47.402446Z,2018-10-26T06:19:17.507302Z,"[245270.0, 3894470.0, 537750.0, 4110250.0]","[258060.0, 3942470.0, 544640.0, 4157370.0]","[75720.0, 3959770.0, 365960.0, 4179370.0]","[258130.0, 3944020.0, 544680.0, 4158930.0]",36.69739706336593,-5.125634519656376,EPSG:32630
EMSR280_5_33VVH_x441955_y6770275_S1RTC,2018-03-17T16:45:32.382109Z,2018-04-11T16:38:13.492824Z,2018-04-28T05:31:14.114257Z,2018-05-29T16:38:23.332951Z,"[256590.0, 6600410.0, 545260.0, 6809030.0]","[353160.0, 6676570.0, 644950.0, 6891920.0]","[243410.0, 6646220.0, 539380.0, 6868340.0]","[349220.0, 6714060.0, 635420.0, 6955320.0]",61.051684256507805,13.94863216223472,EPSG:32633
EMSR712_6_32UNC_x563755_y5714555_S1RTC,2023-11-11T05:26:08.616591Z,2023-11-28T05:34:20.691824Z,2024-01-03T05:34:18.967777Z,2024-01-27T05:34:18.191638Z,"[148590.0, 5646540.0, 444830.0, 5868030.0]","[423940.0, 5655570.0, 713840.0, 5864580.0]","[424020.0, 5655560.0, 713910.0, 5864580.0]","[423870.0, 5655570.0, 713750.0, 5864590.0]",51.566841722069725,9.938242297298816,EPSG:32633
EMSR264_7_39KUA_x325275_y8026415_S1RTC,2017-11-20T02:10:50.557193Z,2017-12-14T02:10:49.780313Z,2018-01-07T02:10:48.697871Z,2018-02-12T02:10:47.826689Z,"[270220.0, 7938880.0, 560310.0, 8165250.0]","[270300.0, 7938890.0, 560360.0, 8165270.0]","[270210.0, 7938910.0, 560310.0, 8165290.0]","[270200.0, 7938900.0, 560300.0, 8165280.0]",-17.85460911849327,49.363074211171096,EPSG:32739
EMSR504_6_56HKH_x281125_y6280405_S1RTC,2021-01-23T19:16:07.874585Z,2021-03-15T08:39:41.527130Z,2021-03-27T08:39:41.855357Z,2021-04-20T08:39:42.784025Z,"[92800.0, 6078300.0, 394430.0, 6311780.0]","[179960.0, 6172930.0, 477090.0, 6412720.0]","[179870.0, 6172900.0, 477010.0, 6412700.0]","[180030.0, 6172950.0, 477150.0, 6412750.0]",-33.60539456405666,150.65473697786314,EPSG:32756
EMSR779_1_33PWM_x561685_y1109495_S1RTC,2024-09-24T04:48:06.231270Z,2024-10-30T04:48:06.792731Z,2024-11-23T04:48:05.473448Z,2024-12-29T04:48:02.775320Z,"[395700.0, 1082790.0, 675230.0, 1298790.0]","[395804.2687601462, 1298942.9388029925, 675294.2687601462, 1082952.9388029925]","[395853.56121499266, 1298951.8783755964, 675343.5612149927, 1082961.8783755964]","[395684.7595838943, 1298947.7430902612, 675164.7595838943, 1082967.7430902612]",10.024895711901923,15.574510778879297,EPSG:32633
EMSR407_2_30UXD_x665035_y5884255_S1RTC,2019-09-19T17:41:09.362124Z,2019-10-27T06:14:15.445307Z,2019-11-14T06:15:01.851067Z,2019-12-05T17:49:38.493113Z,"[252650.0, 5679250.0, 539140.0, 5941320.0]","[145230.0, 5720110.0, 438790.0, 5941830.0]","[134750.0, 5689480.0, 431350.0, 5912010.0]","[496150.0, 5806450.0, 788320.0, 6025240.0]",53.070375266127606,-0.5175901304794467,EPSG:32631
EMSR184_4_55HCD_x325145_y6306575_S1RTC,2016-08-15T19:32:02.808085Z,2016-09-08T19:32:03.733594Z,2016-10-04T09:03:14.863150Z,2016-12-01T19:31:55.554061Z,"[285500.0, 6137240.0, 583450.0, 6373010.0]","[285460.0, 6137260.0, 583410.0, 6373030.0]","[172210.0, 6131140.0, 471570.0, 6395750.0]","[298660.0, 6191810.0, 598160.0, 6428090.0]",-33.37756064080846,145.1339992655961,EPSG:32755
EMSR481_1_16PDC_x415995_y1721045_S1RTC,2020-09-24T11:46:00.519551Z,2020-10-25T11:37:43.887220Z,2020-11-11T11:46:25.599363Z,2020-12-07T23:58:25.009635Z,"[202130.0, 1700270.0, 483360.0, 1916490.0]","[424940.0, 1709200.0, 709220.0, 1949880.0]","[167440.0, 1533110.0, 448210.0, 1750050.0]","[370490.0, 1588470.0, 656240.0, 1804190.0]",15.554165223187491,-87.77153077658124,EPSG:32616
EMSR348_13_36KXE_x653405_y7909405_S1RTC,2019-01-25T16:07:08.578483Z,2019-03-02T03:08:52.849731Z,2019-03-25T16:16:01.114054Z,2019-04-19T03:08:53.642842Z,"[653190.0, 7750350.0, 947260.0, 8001680.0]","[613140.0, 7784650.0, 906300.0, 8015910.0]","[448640.0, 7748720.0, 732090.0, 7974370.0]","[613200.0, 7784630.0, 906400.0, 8015900.0]",-18.913236198923435,34.46875762894208,EPSG:32736
EMSR350_2_50KPC_x685615_y7752205_S1RTC,2019-02-15T21:39:29.683902Z,2019-02-22T21:31:11.449332Z,2019-03-30T10:37:34.044427Z,2019-04-11T21:31:11.998669Z,"[382330.0, 7593450.0, 679640.0, 7848770.0]","[601590.0, 7620230.0, 902700.0, 7878880.0]","[518170.0, 7595910.0, 804890.0, 7821570.0]","[601670.0, 7620230.0, 902830.0, 7878930.0]",-20.330502405525845,118.79016586257436,EPSG:32750
EMSR279_1_30TWN_x539415_y4762255_S1RTC,2018-02-28T06:17:15.738139Z,2018-03-31T18:02:58.228436Z,2018-04-17T06:17:16.634529Z,2018-04-29T06:17:17.269028Z,"[389730.0, 4692200.0, 680510.0, 4902760.0]","[420420.0, 4658070.0, 710120.0, 4871240.0]","[389750.0, 4692160.0, 680510.0, 4902720.0]","[389670.0, 4692170.0, 680430.0, 4902710.0]",43.00039898817252,-2.500784573532551,EPSG:32630
EMSR324_2_31TDH_x469405_y4791235_S1RTC,2018-09-04T06:00:07.049757Z,2018-09-18T17:39:24.015679Z,2018-10-17T05:52:03.341056Z,2018-10-24T17:39:24.477965Z,"[246530.0, 4744690.0, 539210.0, 4960690.0]","[414920.0, 4765030.0, 699120.0, 4977840.0]","[406500.0, 4687450.0, 693450.0, 4897440.0]","[415000.0, 4765030.0, 696680.0, 4977350.0]",43.261878735928036,2.638744406653171,EPSG:32631
EMSR187_1_35TNL_x564185_y5033095_S1RTC,2016-09-04T16:01:09.461419Z,2016-09-26T04:20:43.664068Z,2016-10-14T04:21:25.750132Z,2016-11-07T04:21:25.657813Z,"[414720.0, 5050730.0, 698820.0, 5263610.0]","[340410.0, 4926510.0, 625930.0, 5138200.0]","[340410.0, 4926520.0, 625940.0, 5138210.0]","[340450.0, 4926520.0, 626000.0, 5138220.0]",45.43683734255045,27.836933829613386,EPSG:32635
EMSR481_1_16PDC_x413435_y1710805_S1RTC,2020-09-24T11:46:00.519551Z,2020-10-25T11:37:43.887220Z,2020-11-11T11:46:25.599363Z,2020-12-07T23:58:25.009635Z,"[202130.0, 1700270.0, 483360.0, 1916490.0]","[424940.0, 1709200.0, 709220.0, 1949880.0]","[167440.0, 1533110.0, 448210.0, 1750050.0]","[370490.0, 1588470.0, 656240.0, 1804190.0]",15.461511334663202,-87.79504912403449,EPSG:32616
EMSR243_2_19QGV_x783155_y1997235_S1RTC,2017-07-28T10:22:53.415896Z,2017-08-23T22:36:37.424666Z,2017-09-22T22:35:44.788538Z,2017-10-22T22:36:38.959040Z,"[513230.0, 1889040.0, 792120.0, 2101850.0]","[577980.0, 1918290.0, 859220.0, 2135280.0]","[593830.0, 1839920.0, 876470.0, 2057440.0]","[577860.0, 1918290.0, 859110.0, 2135280.0]",18.033525026383078,-66.31350909333895,EPSG:32619
EMSR264_12_38KQA_x772945_y7501515_S1RTC,2017-11-08T02:12:05.681656Z,2017-12-31T02:20:13.073461Z,2018-01-11T15:25:42.418608Z,2018-02-05T02:20:12.009076Z,"[153530.0, 7439370.0, 443400.0, 7666050.0]","[565860.0, 7466890.0, 860110.0, 7699370.0]","[561030.0, 7411110.0, 850200.0, 7637580.0]","[565710.0, 7466920.0, 859950.0, 7699390.0]",-22.582537116826128,47.66698248943048,EPSG:32739
EMSR422_1_31TDG_x496925_y4622735_S1RTC,2019-11-24T17:38:40.431579Z,2020-01-10T17:46:16.999907Z,2020-01-28T05:52:33.335352Z,2020-02-21T17:47:05.415714Z,"[477250.0, 4431450.0, 762590.0, 4646100.0]","[299050.0, 4477400.0, 584270.0, 4687150.0]","[373020.0, 4509570.0, 664810.0, 4721700.0]","[292650.0, 4529460.0, 569820.0, 4738010.0]",41.74495744834198,2.978351723716229,EPSG:32631
EMSR264_16_38KND_x549225_y7803005_S1RTC,2017-11-18T02:27:55.703581Z,2017-12-12T02:27:54.934084Z,2018-01-11T02:27:03.804252Z,2018-01-29T02:27:53.150028Z,"[408150.0, 7687490.0, 697320.0, 7916320.0]","[408140.0, 7687500.0, 697300.0, 7916340.0]","[421240.0, 7741440.0, 711540.0, 7970200.0]","[408170.0, 7687500.0, 697310.0, 7916340.0]",-19.87995942975105,45.48239842161159,EPSG:32738
EMSR199_10_17MNQ_x540955_y9405775_S1RTC,2017-02-03T23:43:23.759446Z,2017-02-24T11:01:20.513686Z,2017-04-04T23:43:24.343840Z,2017-04-13T11:01:21.452616Z,"[400170.0, 9330890.0, 686300.0, 9552680.0]","[409250.0, 9338960.0, 689140.0, 9560480.0]","[400030.0, 9330850.0, 686220.0, 9552620.0]","[409310.0, 9338960.0, 689180.0, 9560480.0]",-5.387396822662493,-80.61881980843089,EPSG:32717
EMSR280_2_33VVG_x469415_y6694115_S1RTC,2018-03-17T16:45:32.382109Z,2018-04-11T05:23:00.638514Z,2018-04-23T05:23:01.131139Z,2018-05-29T05:23:18.151773Z,"[256590.0, 6600410.0, 545260.0, 6809030.0]","[355540.0, 6641460.0, 648330.0, 6856430.0]","[355660.0, 6641450.0, 648460.0, 6856420.0]","[336600.0, 6524780.0, 632020.0, 6771020.0]",60.37092870320807,14.468556772399488,EPSG:32633
EMSR629_2_42RVR_x464515_y3083155_S1RTC,2022-07-13T01:25:35.755973Z,2022-08-10T13:28:36.046585Z,2022-08-30T01:26:03.509461Z,2022-09-27T13:28:37.832418Z,"[288310.0, 3066450.0, 572360.0, 3281110.0]","[346380.0, 3033580.0, 628890.0, 3246210.0]","[256590.0, 2899310.0, 541580.0, 3114440.0]","[346410.0, 3033570.0, 628960.0, 3246220.0]",27.86124134670951,68.65250875935261,EPSG:32642
EMSR184_3_55HED_x505185_y6324115_S1RTC,2016-08-15T19:31:37.807718Z,2016-09-08T19:32:03.733594Z,2016-10-14T19:31:56.192532Z,2016-10-20T19:31:12.727424Z,"[330710.0, 6302160.0, 628520.0, 6537970.0]","[285460.0, 6137260.0, 583410.0, 6373030.0]","[298700.0, 6191810.0, 598230.0, 6428100.0]","[306140.0, 6201400.0, 595430.0, 6434800.0]",-33.233361056726075,147.06933625575363,EPSG:32755
EMSR779_1_33PWM_x536085_y1119735_S1RTC,2024-09-24T04:48:06.231270Z,2024-10-30T04:48:06.792731Z,2024-11-23T04:48:05.473448Z,2024-12-29T04:48:02.775320Z,"[395700.0, 1082790.0, 675230.0, 1298790.0]","[395804.2687601462, 1298942.9388029925, 675294.2687601462, 1082952.9388029925]","[395853.56121499266, 1298951.8783755964, 675343.5612149927, 1082961.8783755964]","[395684.7595838943, 1298947.7430902612, 675164.7595838943, 1082967.7430902612]",10.117832092473073,15.341011555465634,EPSG:32633
EMSR479_1_15QVA_x464545_y2010655_S1RTC,2020-09-18T00:23:58.015124Z,2020-10-12T00:23:58.669074Z,2020-11-11T00:23:13.574051Z,2020-11-29T00:23:57.770330Z,"[287000.0, 1932080.0, 570450.0, 2146400.0]","[286800.0, 1932080.0, 570270.0, 2146420.0]","[290550.0, 1912430.0, 569790.0, 2126010.0]","[286990.0, 1932070.0, 570480.0, 2146400.0]",18.17321848153234,-93.32318690870173,EPSG:32615
EMSR472_1_48QYD_x718385_y1889215_S1RTC,2020-08-26T10:57:17.901863Z,2020-09-24T11:05:19.568913Z,2020-10-18T11:05:19.895613Z,2020-11-23T11:05:19.265608Z,"[686780.0, 1830160.0, 972370.0, 2049180.0]","[486590.0, 1741620.0, 771240.0, 1958500.0]","[486670.0, 1741610.0, 771370.0, 1958490.0]","[486640.0, 1741610.0, 771370.0, 1958500.0]",17.06529737276208,107.06397921307128,EPSG:32648
EMSR777_1_16QCE_x347255_y1926895_S1RTC,2024-10-05T00:07:30.143595Z,2024-11-10T00:07:30.178008Z,2024-11-22T00:07:29.386850Z,2024-12-04T00:07:28.528988Z,"[104500.0, 1843880.0, 389320.0, 2056980.0]","[104442.61001140675, 2056050.8917404204, 382662.61001140677, 1844160.8917404204]","[104521.6318054633, 2057247.2875109075, 389471.6318054633, 1844177.2875109075]","[104574.99173513109, 2057240.5486763774, 389514.9917351311, 1844170.5486763774]",17.41129873978871,-88.42603764115307,EPSG:32616
EMSR261_1_32UND_x544245_y5823775_S1RTC,2017-10-15T17:08:00.031989Z,2017-10-30T05:33:45.954120Z,2017-12-17T05:33:19.589690Z,2017-12-17T05:33:44.589471Z,"[407050.0, 5689890.0, 695630.0, 5903730.0]","[424150.0, 5655680.0, 713210.0, 5864550.0]","[451730.0, 5822960.0, 739970.0, 6030640.0]","[424090.0, 5655710.0, 713160.0, 5864580.0]",52.55067096369502,9.671340915458554,EPSG:32632
EMSR783_4_30VVH_x428595_y6225065_S1RTC,2024-11-21T06:30:34.965209Z,2024-12-15T06:30:33.306943Z,2025-01-01T06:38:45.090129Z,2025-01-20T06:30:29.943237Z,"[357582.90868746565, 6385609.47794354, 650212.9086874656, 6172369.47794354]","[357365.91190216446, 6385631.308140718, 650005.9119021645, 6172401.308140718]","[231500.0, 6171490.0, 525590.0, 6391220.0]","[357460.0, 6172040.0, 650240.0, 6385340.0]",56.153968891162236,-4.128978319535982,EPSG:32630
EMSR471_5_33UXP_x650835_y5363445_S1RTC,2020-09-09T16:34:17.164624Z,2020-10-02T16:43:16.818848Z,2020-10-14T16:43:17.085508Z,2020-10-20T16:42:34.690203Z,"[213310.0, 5251160.0, 502280.0, 5457580.0]","[499750.0, 5269120.0, 793970.0, 5486940.0]","[499670.0, 5269100.0, 793900.0, 5486920.0]","[500330.0, 5267920.0, 793790.0, 5485610.0]",48.39433119245797,17.05489070635915,EPSG:32634
EMSR203_2_15SVA_x421485_y4063205_S1RTC,2017-03-09T00:20:08.325506Z,2017-04-09T00:12:14.316511Z,2017-05-03T00:12:15.533614Z,2017-06-08T00:12:17.555472Z,"[154060.0, 3892770.0, 434140.0, 4099140.0]","[316240.0, 4013680.0, 598740.0, 4223940.0]","[316200.0, 4013660.0, 598700.0, 4223920.0]","[316290.0, 4013680.0, 598790.0, 4223940.0]",36.69989563303347,-93.8647026651529,EPSG:32615
EMSR312_5_51QUV_x374045_y1939035_S1RTC,2018-08-01T10:06:46.869488Z,2018-08-23T21:46:10.873938Z,2018-09-16T21:46:11.977718Z,2018-10-10T21:46:12.521013Z,"[103300.0, 1747100.0, 381920.0, 1959390.0]","[203400.0, 1811690.0, 487090.0, 2028580.0]","[203370.0, 1811690.0, 487060.0, 2028580.0]","[203390.0, 1811680.0, 487080.0, 2028570.0]",17.522654562901664,121.82543481734768,EPSG:32651
EMSR200_6_55KEU_x561245_y7811045_S1RTC,2017-02-04T19:36:07.390849Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-29T19:36:35.904818Z,"[508800.0, 7761420.0, 812390.0, 8019340.0]","[466500.0, 7595590.0, 764000.0, 7827070.0]","[495590.0, 7670020.0, 788810.0, 7925300.0]","[466550.0, 7595590.0, 764080.0, 7827070.0]",-19.806959149533846,147.5969429727053,EPSG:32755
EMSR352_1_39RTQ_x818165_y3430755_S1RTC,2019-02-20T02:38:49.908375Z,2019-03-01T14:51:13.824681Z,2019-04-08T02:45:59.917614Z,2019-04-09T02:38:50.417433Z,"[271280.0, 3235360.0, 552140.0, 3449940.0]","[614970.0, 3343370.0, 902330.0, 3561490.0]","[106020.0, 3387120.0, 386950.0, 3604390.0]","[271280.0, 3235350.0, 552120.0, 3449920.0]",30.95560762427606,48.343661990178134,EPSG:32639
EMSR312_6_51QUU_x368845_y1894175_S1RTC,2018-07-18T21:46:08.904135Z,2018-08-23T21:46:10.873938Z,2018-09-16T21:46:11.977718Z,2018-10-10T21:46:12.521013Z,"[203400.0, 1811700.0, 487090.0, 2028590.0]","[203400.0, 1811690.0, 487090.0, 2028580.0]","[203370.0, 1811690.0, 487060.0, 2028580.0]","[203390.0, 1811680.0, 487080.0, 2028570.0]",17.11694986014977,121.77913625618538,EPSG:32651
EMSR492_1_30TXP_x643755_y4823425_S1RTC,2020-11-21T06:08:38.724056Z,2020-12-04T17:55:21.981010Z,2021-01-08T06:08:36.508986Z,2021-01-20T06:08:36.003916Z,"[560680.0, 4722920.0, 850420.0, 4927250.0]","[563290.0, 4766170.0, 855610.0, 4984700.0]","[560780.0, 4722950.0, 850500.0, 4927270.0]","[560810.0, 4722950.0, 850520.0, 4927270.0]",43.53820874503317,-1.204941542140865,EPSG:32630
EMSR712_4_32UNC_x534305_y5747375_S1RTC,2023-11-09T05:42:18.764126Z,2023-11-28T05:34:20.691824Z,2024-01-03T05:34:18.967777Z,2024-01-27T05:34:18.191638Z,"[302180.0, 5758830.0, 594740.0, 5973620.0]","[423940.0, 5655570.0, 713840.0, 5864580.0]","[424020.0, 5655560.0, 713910.0, 5864580.0]","[423870.0, 5655570.0, 713750.0, 5864590.0]",51.86455496827186,9.516720667741136,EPSG:32632
EMSR264_17_38KMD_x454885_y7810655_S1RTC,2017-12-05T02:36:10.217218Z,2017-12-12T02:27:54.934084Z,2018-01-11T02:27:03.804252Z,2018-02-10T02:27:52.992213Z,"[193110.0, 7678820.0, 480190.0, 7904500.0]","[408140.0, 7687500.0, 697300.0, 7916340.0]","[421240.0, 7741440.0, 711540.0, 7970200.0]","[408090.0, 7687510.0, 697260.0, 7916350.0]",-19.81099036812273,44.581400737394574,EPSG:32738
EMSR311_3_17SPT_x691145_y3743655_S1RTC,2018-08-07T23:22:15.781412Z,2018-08-26T23:14:02.337573Z,2018-09-19T23:14:03.257067Z,2018-10-13T23:14:03.758381Z,"[405350.0, 3683720.0, 689780.0, 3896880.0]","[594510.0, 3678250.0, 881860.0, 3896070.0]","[594460.0, 3678260.0, 881820.0, 3896080.0]","[594390.0, 3678240.0, 881760.0, 3896070.0]",33.80411977764317,-78.92129079172405,EPSG:32617
EMSR261_2_32UNC_x568075_y5780005_S1RTC,2017-10-19T05:24:59.416098Z,2017-10-28T17:00:25.952471Z,2017-12-16T05:41:17.029827Z,2018-01-22T05:33:43.178405Z,"[136560.0, 5592100.0, 431000.0, 5813420.0]","[546960.0, 5673550.0, 842510.0, 5894700.0]","[280030.0, 5648450.0, 575070.0, 5864300.0]","[424170.0, 5655710.0, 713240.0, 5864580.0]",52.15470821428277,10.013699815544046,EPSG:32633
EMSR774_1_15QTA_x220805_y2042535_S1RTC,2024-09-26T00:32:13.736582Z,2024-10-20T00:32:14.415783Z,2024-11-10T12:18:18.421784Z,2024-11-25T00:32:12.998240Z,"[87290.0, 1861720.0, 370580.0, 2074390.0]","[83821.75247850975, 2074719.5241730935, 372071.75247850973, 1861999.5241730935]","[31523.731674367482, 2266675.423562345, 318843.7316743675, 2021855.423562345]","[83849.85368065607, 2074705.360414417, 372139.85368065606, 1861985.360414417]",18.443376294240824,-95.63120020382308,EPSG:32615
EMSR771_1_32TPQ_x701315_y4945855_S1RTC,2024-09-02T17:07:09.181977Z,2024-09-30T05:28:10.119240Z,2024-10-20T17:07:10.489270Z,2024-11-25T17:07:09.049680Z,"[569680.0, 4865310.0, 863140.0, 5084760.0]","[439730.0, 4817080.0, 728300.0, 5025850.0]","[569765.4245045765, 5085044.649595319, 863485.4245045765, 4865774.649595319]","[569814.5658168558, 5085017.211182567, 863584.5658168558, 4865737.211182567]",44.62601893263334,11.553869043246412,EPSG:32632
EMSR265_18_31UEP_x606575_y5361275_S1RTC,2017-12-08T05:59:16.194157Z,2018-01-13T05:59:14.975129Z,2018-01-25T05:59:14.550759Z,2018-02-21T17:32:23.018319Z,"[354170.0, 5319050.0, 644390.0, 5530870.0]","[354090.0, 5319060.0, 644300.0, 5530880.0]","[354190.0, 5319050.0, 644400.0, 5530870.0]","[465710.0, 5311820.0, 754150.0, 5527470.0]",48.38393960660679,4.45665681377272,EPSG:32631
EMSR470_1_31PBN_x254725_y1206055_S1RTC,2020-08-09T18:10:50.153242Z,2020-09-26T18:10:52.206951Z,2020-10-20T05:44:42.543308Z,2020-10-20T18:10:52.249720Z,"[74750.0, 1065340.0, 361310.0, 1315220.0]","[74790.0, 1065350.0, 361360.0, 1315280.0]","[137380.0, 1103690.0, 423370.0, 1348170.0]","[74890.0, 1065350.0, 361470.0, 1315320.0]",10.890587251643876,0.7678119412215262,EPSG:32631
EMSR429_5_29UPV_x600035_y5986435_S1RTC,2020-01-09T06:47:27.999016Z,2020-02-03T06:38:43.859803Z,2020-02-26T06:47:22.600778Z,2020-02-29T18:23:29.287178Z,"[426760.0, 5868310.0, 715390.0, 6077250.0]","[145990.0, 5784500.0, 442200.0, 6006870.0]","[433130.0, 5894890.0, 718230.0, 6103080.0]","[334900.0, 5921160.0, 615500.0, 6130830.0]",54.00478639388813,-7.45421630956293,EPSG:32629
EMSR333_6_33SUB_x356795_y4151935_S1RTC,2018-09-29T05:04:21.379564Z,2018-10-23T05:04:21.920743Z,2018-11-04T05:04:21.730112Z,2018-11-15T05:13:03.817883Z,"[317460.0, 4014090.0, 604590.0, 4227220.0]","[317390.0, 4014110.0, 604540.0, 4227240.0]","[317450.0, 4014120.0, 604610.0, 4227250.0]","[148450.0, 4102350.0, 441620.0, 4320680.0]",37.49196126746266,13.394503797561654,EPSG:32633
EMSR264_5_38KQG_x713175_y8169105_S1RTC,2017-11-18T02:27:05.704189Z,2017-12-12T02:27:04.934743Z,2018-01-11T02:26:13.803972Z,2018-01-29T02:27:03.150688Z,"[489730.0, 8019780.0, 780890.0, 8247780.0]","[489740.0, 8019810.0, 780890.0, 8247800.0]","[502890.0, 8073460.0, 794860.0, 8301650.0]","[489760.0, 8019810.0, 780910.0, 8247800.0]",-16.56195715587981,47.00973022861021,EPSG:32738
EMSR203_3_15SWA_x521455_y4092055_S1RTC,2017-03-11T00:03:46.921933Z,2017-04-21T00:12:14.921848Z,2017-05-03T00:12:15.533614Z,2017-05-15T00:12:16.157203Z,"[514280.0, 3926900.0, 799530.0, 4142590.0]","[316210.0, 4013660.0, 598710.0, 4223930.0]","[316200.0, 4013660.0, 598700.0, 4223920.0]","[316240.0, 4013690.0, 598730.0, 4223940.0]",36.96283496712485,-92.74466250136808,EPSG:32615
EMSR779_3_33PVN_x448085_y1227865_S1RTC,2024-10-06T17:14:39.385270Z,2024-10-30T04:48:06.792731Z,2024-11-23T17:14:12.863949Z,2024-12-17T17:14:10.636118Z,"[303750.0, 1266980.0, 583650.0, 1482490.0]","[395804.2687601462, 1298942.9388029925, 675294.2687601462, 1082952.9388029925]","[336780.5351060336, 1315923.1671594037, 617230.5351060336, 1099793.1671594037]","[336920.03114552726, 1315917.4685049881, 617350.0311455273, 1099787.4685049881]",11.095605071548995,14.536304492433542,EPSG:32633
EMSR771_6_32TPQ_x627645_y4959355_S1RTC,2024-08-21T17:07:08.989202Z,2024-09-30T05:28:10.119240Z,2024-10-20T17:07:10.489270Z,2024-11-13T17:07:09.794539Z,"[569730.0, 4865330.0, 863170.0, 5084780.0]","[439730.0, 4817080.0, 728300.0, 5025850.0]","[569765.4245045765, 5085044.649595319, 863485.4245045765, 4865774.649595319]","[569870.273312025, 5085036.210812289, 863610.273312025, 4865756.210812289]",44.76449396544704,10.629061265173316,EPSG:32632
EMSR352_1_39STS_x829815_y3618545_S1RTC,2019-02-25T02:46:17.373838Z,2019-03-20T14:43:21.580001Z,2019-04-08T02:45:34.917525Z,2019-05-08T02:46:18.836410Z,"[135410.0, 3545780.0, 418390.0, 3763130.0]","[218970.0, 3489080.0, 502690.0, 3698890.0]","[139740.0, 3554120.0, 420000.0, 3770600.0]","[135400.0, 3545770.0, 418350.0, 3763110.0]",32.643490843098384,48.529191219411565,EPSG:32639
EMSR445_2_34TFR_x668615_y5041485_S1RTC,2020-05-08T16:17:28.874599Z,2020-06-13T16:17:31.196184Z,2020-06-30T16:25:43.662602Z,2020-07-31T16:17:34.072567Z,"[594450.0, 4877780.0, 888970.0, 5098500.0]","[594390.0, 4877780.0, 888900.0, 5098490.0]","[435780.0, 4863170.0, 727930.0, 5077980.0]","[594370.0, 4877800.0, 888870.0, 5098500.0]",45.49472446500128,23.174347117064407,EPSG:32634
EMSR311_3_17SPT_x683465_y3753895_S1RTC,2018-08-07T23:22:15.781412Z,2018-08-26T23:14:02.337573Z,2018-09-19T23:14:03.257067Z,2018-10-13T23:14:03.758381Z,"[405350.0, 3683720.0, 689780.0, 3896880.0]","[594510.0, 3678250.0, 881860.0, 3896070.0]","[594460.0, 3678260.0, 881820.0, 3896080.0]","[594390.0, 3678240.0, 881760.0, 3896070.0]",33.897789485573824,-79.00206413936289,EPSG:32617
EMSR280_3_33VWH_x539045_y6725955_S1RTC,2018-03-18T05:22:59.961432Z,2018-04-11T05:23:00.638514Z,2018-05-17T05:23:02.286998Z,2018-06-04T05:22:33.486983Z,"[355520.0, 6641460.0, 648340.0, 6856450.0]","[355540.0, 6641460.0, 648330.0, 6856430.0]","[355520.0, 6641450.0, 648320.0, 6856430.0]","[341410.0, 6547640.0, 634630.0, 6789270.0]",60.655835978510176,15.737526324737113,EPSG:32633
EMSR642_3_32TQQ_x275605_y4923265_S1RTC,2022-10-14T16:58:51.858899Z,2022-10-31T17:07:08.967248Z,2022-11-24T17:07:08.876126Z,2022-12-30T17:07:06.741732Z,"[264770.0, 4844510.0, 553480.0, 5053010.0]","[569520.0, 4865300.0, 863000.0, 5084760.0]","[569480.0, 4865300.0, 863950.0, 5084950.0]","[569460.0, 4865290.0, 862980.0, 5084750.0]",44.41681523716235,12.19738596113376,EPSG:32633
EMSR407_2_30UXE_x682325_y5897765_S1RTC,2019-09-19T17:41:09.512540Z,2019-10-18T17:49:39.369678Z,2019-11-14T06:15:01.851067Z,2019-12-05T17:49:38.493113Z,"[248840.0, 5674360.0, 540750.0, 5947850.0]","[496220.0, 5806480.0, 788360.0, 6025270.0]","[134750.0, 5689480.0, 431350.0, 5912010.0]","[496150.0, 5806450.0, 788320.0, 6025240.0]",53.18602020975821,-0.25208806085896085,EPSG:32631
EMSR279_5_30TXL_x680115_y4591615_S1RTC,2018-02-24T17:55:03.139490Z,2018-03-19T06:09:29.113655Z,2018-04-18T06:08:42.286091Z,2018-04-24T06:09:30.366070Z,"[123460.0, 4514230.0, 406430.0, 4718400.0]","[530280.0, 4516050.0, 817080.0, 4722670.0]","[536730.0, 4554150.0, 821280.0, 4760670.0]","[530370.0, 4516030.0, 817200.0, 4722660.0]",41.44415528303269,-0.8286254073258342,EPSG:32631
EMSR470_1_31PBN_x272645_y1218855_S1RTC,2020-08-09T18:10:50.153242Z,2020-09-26T18:10:52.206951Z,2020-10-20T05:44:42.543308Z,2020-10-20T18:10:52.249720Z,"[74750.0, 1065340.0, 361310.0, 1315220.0]","[74790.0, 1065350.0, 361360.0, 1315280.0]","[137380.0, 1103690.0, 423370.0, 1348170.0]","[74890.0, 1065350.0, 361470.0, 1315320.0]",11.00742394659113,0.930869287056844,EPSG:32631
