Nome_Serie,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Data_1_SAR,Data_2_SAR,Data_3_SAR,Data_4_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT,month
EMSR197_1_39LUD_x367105_y8309255,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.301271176049555,49.77406059743487,EPSG:32739,,,,,,,,,,,,,1
EMSR197_1_39LUD_x367105_y8311815,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.278131551943394,49.77419511888901,EPSG:32739,,,,,,,,,,,,,1
EMSR197_1_39LUD_x367105_y8314375,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.254991878953142,49.77432941215253,EPSG:32739,,,,,,,,,,,,,2
EMSR197_1_39LUD_x369665_y8301575,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.370819776806965,49.79750417027943,EPSG:32739,,,,,,,,,,,,,7
EMSR197_1_39LUD_x369665_y8304135,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.347680094681705,49.79763674923268,EPSG:32739,,,,,,,,,,,,,7
EMSR197_1_39LUD_x369665_y8306695,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.32454036351421,49.79776910408142,EPSG:32739,,,,,,,,,,,,,7
EMSR197_1_39LUD_x369665_y8309255,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.301400583371564,49.79790123494199,EPSG:32739,,,,,,,,,,,,,7
EMSR197_1_39LUD_x369665_y8311815,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.278260754320907,49.798033141930496,EPSG:32739,,,,,,,,,,,,,6
EMSR197_1_39LUD_x369665_y8314375,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.255120876429404,49.79816482516284,EPSG:32739,,,,,,,,,,,,,7
EMSR197_1_39LUD_x372225_y8301575,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.37094724726499,49.82135290203411,EPSG:32739,,,,,,,,,,,,,3
EMSR197_1_39LUD_x372225_y8304135,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.347807364089803,49.82148285308804,EPSG:32739,,,,,,,,,,,,,12
EMSR197_1_39LUD_x372225_y8306695,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.324667431914998,49.82161258447904,EPSG:32739,,,,,,,,,,,,,9
EMSR197_1_39LUD_x372225_y8309255,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.30152745080761,49.82174209632112,EPSG:32739,,,,,,,,,,,,,4
EMSR197_1_39LUD_x372225_y8311815,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.278387420834676,49.82187138872813,EPSG:32739,,,,,,,,,,,,,3
EMSR197_1_39LUD_x372225_y8314375,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.255247342063296,49.82200046181362,EPSG:32739,,,,,,,,,,,,,4
EMSR197_1_39LUD_x374785_y8301575,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.371072165657925,49.84520185356594,EPSG:32739,,,,,,,,,,,,,8
EMSR197_1_39LUD_x374785_y8304135,2017-01-24T02:10:16.589837Z,2017-02-05T02:10:16.360044Z,2017-03-12T02:17:35.016771Z,2017-04-06T02:10:16.805640Z,2016-01-30,2016-01-30,2016-03-18,2016-04-11,-15.347932085457773,49.84532917660631,EPSG:32739,,,,,,,,,,,,,12
EMSR197_5_39LVD_x419555_y8351425,2017-01-24T02:09:49.577129Z,2017-02-17T02:09:49.006600Z,2017-03-14T15:03:12.370720Z,2017-04-18T02:09:50.423843Z,2016-01-30,2016-02-11,2016-03-18,2016-04-11,-14.922182216653267,50.26386928261312,EPSG:32739,,,,,,,,,,,,,9
EMSR197_5_39LVD_x419555_y8353985,2017-01-24T02:09:49.577129Z,2017-02-17T02:09:49.006600Z,2017-03-14T15:03:12.370720Z,2017-04-18T02:09:50.423843Z,2016-01-30,2016-02-11,2016-03-18,2016-04-11,-14.899038411771954,50.26394796516874,EPSG:32739,,,,,,,,,,,,,12
EMSR197_5_39LVD_x422115_y8351425,2017-01-24T02:09:49.577129Z,2017-02-17T02:09:49.006600Z,2017-03-14T15:03:12.370720Z,2017-04-18T02:09:50.423843Z,2016-01-30,2016-02-11,2016-03-18,2016-04-11,-14.92225755268507,50.2876710862632,EPSG:32739,,,,,,,,,,,,,4
EMSR197_5_39LVD_x422115_y8353985,2017-01-24T02:09:49.577129Z,2017-02-17T02:09:49.006600Z,2017-03-14T15:03:12.370720Z,2017-04-18T02:09:50.423843Z,2016-01-30,2016-02-11,2016-03-18,2016-04-11,-14.899113625719778,50.28774722525646,EPSG:32739,,,,,,,,,,,,,3
EMSR199_11_17MNP_x515325_y9339355,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,,2016-02-15,2016-04-03,2016-04-03,-5.988358881878175,-80.85000709909633,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.988358881878175,-80.85000709909633,17MNP,EPSG:32717,8
EMSR199_11_17MNP_x515325_y9341915,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.965200360240312,-80.85001340415441,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.965200360240312,-80.85001340415441,17MNP,EPSG:32717,8
EMSR199_11_17MNP_x523005_y9339355,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.9883355179104685,-80.78061308362936,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.9883355179104685,-80.78061308362936,17MNP,EPSG:32717,7
EMSR199_11_17MNP_x523005_y9341915,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.965177087258496,-80.78062230566616,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.965177087258496,-80.78062230566616,17MNP,EPSG:32717,8
EMSR199_11_17MNP_x525565_y9339355,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.988325779158501,-80.75748181279069,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.988325779158501,-80.75748181279069,17MNP,EPSG:32717,8
EMSR199_11_17MNP_x525565_y9344475,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.942008974256288,-80.75750216127862,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.942008974256288,-80.75750216127862,17MNP,EPSG:32717,7
EMSR199_11_17MNP_x528125_y9341915,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.965156714034978,-80.73436174882328,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.965156714034978,-80.73436174882328,17MNP,EPSG:32717,8
EMSR199_11_17MNP_x533245_y9344475,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.941974178944714,-80.68811442767819,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.941974178944714,-80.68811442767819,17MNP,EPSG:32717,8
EMSR199_11_17MNP_x538365_y9339355,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.98826245505199,-80.64182613859053,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.98826245505199,-80.64182613859053,17MNP,EPSG:32717,9
EMSR199_11_17MNP_x538365_y9344475,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.941946143333809,-80.64185619074362,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.941946143333809,-80.64185619074362,17MNP,EPSG:32717,9
EMSR199_11_17MNP_x543485_y9344475,2017-02-03T23:42:58.759332Z,2017-02-24T11:01:45.029343Z,2017-04-01T11:01:42.120750Z,2017-04-13T11:01:45.956574Z,2016-01-31,2016-02-15,2016-04-03,2016-04-03,-5.94191423683812,-80.59559819130061,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-01-27T15:36:11.026000Z,2017-03-31T15:52:21.026000Z,2017-04-07T15:36:21.026000Z,,,,,-5.94191423683812,-80.59559819130061,17MNP,EPSG:32717,1
EMSR199_13_17MQM_x706245_y9111215,2017-02-03T23:42:31.757071Z,2017-03-11T23:42:31.664344Z,2017-03-24T23:35:08.965190Z,2017-04-16T23:42:32.862354Z,2016-02-07,2016-03-02,2016-03-26,2016-04-19,-8.047802184606065,-79.11697245515498,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-03-18T15:36:11.026000Z,2017-03-25T15:26:31.026000Z,2017-04-14T15:26:41.026000Z,,,,,-8.047802184606065,-79.11697245515498,17MQM,EPSG:32717,8
EMSR199_13_17MQM_x711365_y9106095,2017-02-03T23:42:31.757071Z,2017-03-11T23:42:31.664344Z,2017-03-24T23:35:08.965190Z,2017-04-16T23:42:32.862354Z,2016-02-07,2016-03-02,2016-03-26,2016-04-19,-8.093873155144486,-79.07031192467845,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-03-18T15:36:11.026000Z,2017-03-25T15:26:31.026000Z,2017-04-14T15:26:41.026000Z,,,,,-8.093873155144486,-79.07031192467845,17MQM,EPSG:32717,8
EMSR199_13_17MQM_x713925_y9098415,2017-02-03T23:42:31.757071Z,2017-03-11T23:42:31.664344Z,2017-03-24T23:35:08.965190Z,2017-04-16T23:42:32.862354Z,2016-02-07,2016-03-02,2016-03-26,2016-04-19,-8.163191512582786,-79.04675340169806,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-03-18T15:36:11.026000Z,2017-03-25T15:26:31.026000Z,2017-04-14T15:26:41.026000Z,,,,,-8.163191512582786,-79.04675340169806,17MQM,EPSG:32717,9
EMSR199_13_17MQM_x713925_y9106095,2017-02-03T23:42:31.757071Z,2017-03-11T23:42:31.664344Z,2017-03-24T23:35:08.965190Z,2017-04-16T23:42:32.862354Z,2016-02-07,2016-03-02,2016-03-26,2016-04-19,-8.093762709908402,-79.04708934295583,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-03-18T15:36:11.026000Z,2017-03-25T15:26:31.026000Z,2017-04-14T15:26:41.026000Z,,,,,-8.093762709908402,-79.04708934295583,17MQM,EPSG:32717,8
EMSR199_13_17MQM_x716485_y9103535,2017-02-03T23:42:31.757071Z,2017-03-11T23:42:31.664344Z,2017-03-24T23:35:08.965190Z,2017-04-16T23:42:32.862354Z,2016-02-07,2016-03-02,2016-03-26,2016-04-19,-8.116793583831159,-79.0237541141385,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-03-18T15:36:11.026000Z,2017-03-25T15:26:31.026000Z,2017-04-14T15:26:41.026000Z,,,,,-8.116793583831159,-79.0237541141385,17MQM,EPSG:32717,8
EMSR199_13_17MQM_x716485_y9108655,2017-02-03T23:42:31.757071Z,2017-03-11T23:42:31.664344Z,2017-03-24T23:35:08.965190Z,2017-04-16T23:42:32.862354Z,2016-02-07,2016-03-02,2016-03-26,2016-04-19,-8.070508279477135,-79.02397973379742,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-03-18T15:36:11.026000Z,2017-03-25T15:26:31.026000Z,2017-04-14T15:26:41.026000Z,,,,,-8.070508279477135,-79.02397973379742,17MQM,EPSG:32717,8
EMSR199_13_17MQM_x721605_y9093295,2017-02-03T23:42:31.757071Z,2017-03-11T23:42:31.664344Z,2017-03-24T23:35:08.965190Z,2017-04-16T23:42:32.862354Z,2016-02-07,2016-03-02,2016-03-26,2016-04-19,-8.209133077150893,-78.97684204015326,EPSG:32717,2017-01-27T15:36:11.026000Z,2017-03-18T15:36:11.026000Z,2017-03-25T15:26:31.026000Z,2017-04-14T15:26:41.026000Z,,,,,-8.209133077150893,-78.97684204015326,17MQM,EPSG:32717,8
EMSR199_15_17MNQ_x539315_y9425085,2017-02-12T11:01:20.582791Z,2017-02-24T11:01:20.513686Z,2017-04-04T23:43:24.343840Z,2017-04-28T23:43:25.349011Z,2016-02-15,2016-02-15,2016-04-03,2016-04-24,-5.212720846229064,-80.63372563711548,EPSG:32717,,,,,,,,,,,,,6
EMSR199_15_17MNQ_x539315_y9427645,2017-02-12T11:01:20.582791Z,2017-02-24T11:01:20.513686Z,2017-04-04T23:43:24.343840Z,2017-04-28T23:43:25.349011Z,2016-02-15,2016-02-15,2016-04-03,2016-04-24,-5.189562110741753,-80.63373902385723,EPSG:32717,,,,,,,,,,,,,3
EMSR199_15_17MNQ_x541875_y9425085,2017-02-12T11:01:20.582791Z,2017-02-24T11:01:20.513686Z,2017-04-04T23:43:24.343840Z,2017-04-28T23:43:25.349011Z,2016-02-15,2016-02-15,2016-04-03,2016-04-24,-5.212706971321393,-80.61062516523212,EPSG:32717,,,,,,,,,,,,,7
EMSR199_16_17MNQ_x533385_y9427695,2017-02-03T23:43:23.759446Z,2017-02-24T11:01:20.513686Z,2017-04-04T23:43:24.343840Z,2017-04-28T23:43:25.349011Z,2016-01-31,2016-02-15,2016-04-03,2016-04-24,-5.189138541615359,-80.68724759410317,EPSG:32717,,,,,,,,,,,,,6
EMSR199_16_17MNQ_x533385_y9430255,2017-02-03T23:43:23.759446Z,2017-02-24T11:01:20.513686Z,2017-04-04T23:43:24.343840Z,2017-04-28T23:43:25.349011Z,2016-01-31,2016-02-15,2016-04-03,2016-04-24,-5.165979659845686,-80.68725897261629,EPSG:32717,,,,,,,,,,,,,4
EMSR199_16_17MNQ_x535945_y9427695,2017-02-03T23:43:23.759446Z,2017-02-24T11:01:20.513686Z,2017-04-04T23:43:24.343840Z,2017-04-28T23:43:25.349011Z,2016-01-31,2016-02-15,2016-04-03,2016-04-24,-5.189126685912689,-80.66414784876872,EPSG:32717,,,,,,,,,,,,,6
EMSR199_16_17MNQ_x535945_y9430255,2017-02-03T23:43:23.759446Z,2017-02-24T11:01:20.513686Z,2017-04-04T23:43:24.343840Z,2017-04-28T23:43:25.349011Z,2016-01-31,2016-02-15,2016-04-03,2016-04-24,-5.165967857331476,-80.66416006765628,EPSG:32717,,,,,,,,,,,,,2
EMSR199_3_18LUM_x309415_y8677025,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.97377717958808,-76.7386236920627,EPSG:32718,,,,,,,,,,,,,7
EMSR199_3_18LUM_x309415_y8679585,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.950636769916953,-76.73847583469659,EPSG:32718,,,,,,,,,,,,,5
EMSR199_3_18LUM_x309415_y8682145,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.927496320412285,-76.7383282842655,EPSG:32718,,,,,,,,,,,,,12
EMSR199_3_18LUM_x309415_y8684705,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.904355831147218,-76.73818104064418,EPSG:32718,,,,,,,,,,,,,2
EMSR199_3_18LUM_x311975_y8677025,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.9739219201216,-76.71512006194493,EPSG:32718,,,,,,,,,,,,,8
EMSR199_3_18LUM_x311975_y8679585,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.950781222754191,-76.71497420098783,EPSG:32718,,,,,,,,,,,,,3
EMSR199_3_18LUM_x311975_y8682145,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.927640485600154,-76.71482864282207,EPSG:32718,,,,,,,,,,,,,6
EMSR199_3_18LUM_x311975_y8684705,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.904499708732518,-76.71468338732402,EPSG:32718,,,,,,,,,,,,,7
EMSR199_3_18LUM_x314535_y8677025,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.974064692909112,-76.69161612891197,EPSG:32718,,,,,,,,,,,,,2
EMSR199_3_18LUM_x314535_y8679585,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.950923711756367,-76.69147226448779,EPSG:32718,,,,,,,,,,,,,7
EMSR199_3_18LUM_x314535_y8682145,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.927782690863255,-76.69132869871095,EPSG:32718,,,,,,,,,,,,,1
EMSR199_3_18LUM_x317095_y8682145,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.927922936083954,-76.66782845607446,EPSG:32718,,,,,,,,,,,,,6
EMSR199_3_18LUM_x317095_y8684705,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.90478159574042,-76.6676871771913,EPSG:32718,,,,,,,,,,,,,7
EMSR199_3_18LUM_x319655_y8679585,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.9512027977856,-76.64446749969008,EPSG:32718,,,,,,,,,,,,,2
EMSR199_3_18LUM_x319655_y8682145,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.928061221146235,-76.64432791905517,EPSG:32718,,,,,,,,,,,,,2
EMSR199_3_18LUM_x319655_y8684705,2017-02-09T10:38:36.163403Z,2017-02-22T23:33:19.249096Z,2017-03-24T23:33:55.966772Z,2017-05-04T10:38:38.214388Z,,,2016-03-28,,-11.904919604929862,-76.64418862866026,EPSG:32718,,,,,,,,,,,,,8
EMSR200_12_56JNN_x534165_y6786535,2017-02-01T19:14:02.094917Z,2017-03-04T19:05:52.246503Z,2017-04-09T19:05:53.307776Z,2017-05-03T19:05:54.563098Z,2016-02-02,2016-02-26,2016-04-02,2016-04-26,-29.06047093233313,153.36407142028258,EPSG:32756,2017-01-01T23:52:42.026000Z,2017-03-02T23:52:41.026000Z,2017-04-05T00:02:21.026000Z,2017-05-05T00:02:21.026000Z,,,,,-29.06047093233313,153.36407142028258,56JNN,EPSG:32756,1
EMSR200_12_56JNP_x541945_y6811045,2017-02-01T19:14:02.094917Z,2017-03-04T19:05:52.246503Z,2017-04-09T19:05:53.307776Z,2017-05-03T19:05:54.563098Z,2016-02-02,2016-02-26,2016-04-02,2016-04-26,-28.839008911198164,153.44305032372478,EPSG:32756,2017-01-31T23:52:41.026000Z,2017-03-02T23:52:41.026000Z,2017-04-05T00:02:21.026000Z,2017-05-01T23:52:51.026000Z,,,2016-04-06,,-28.839008911198164,153.44305032372478,56JNP,EPSG:32756,3
EMSR200_1_55KFT_x628615_y7799425,2017-02-16T19:36:07.032680Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-17T19:36:35.465463Z,,,,,-19.90863557486245,148.24092668199592,EPSG:32755,,,,,,,,,,,,,6
EMSR200_1_55KFT_x636295_y7796865,2017-02-16T19:36:07.032680Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-17T19:36:35.465463Z,,,,,-19.93123665780017,148.31447603253335,EPSG:32755,,,,,,,,,,,,,3
EMSR200_1_55KFT_x638855_y7799425,2017-02-16T19:36:07.032680Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-17T19:36:35.465463Z,,,,,-19.90792628295385,148.3387370690276,EPSG:32755,,,,,,,,,,,,,7
EMSR200_1_55KFT_x641415_y7796865,2017-02-16T19:36:07.032680Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-17T19:36:35.465463Z,,,,,-19.930868110992247,148.36338726509447,EPSG:32755,,,,,,,,,,,,,4
EMSR200_2_55KFT_x643935_y7730265,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.53233134948861,148.39280968150234,EPSG:32755,,,,,,,,,,,,,12
EMSR200_2_55KFT_x643935_y7732825,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.50920566893848,148.39260047479158,EPSG:32755,,,,,,,,,,,,,3
EMSR200_2_55KFT_x643935_y7735385,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.48607992478335,148.3923915564176,EPSG:32755,,,,,,,,,,,,,8
EMSR200_2_55KFT_x643935_y7740505,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.439828245898404,148.3919745838942,EPSG:32755,,,,,,,,,,,,,12
EMSR200_2_55KFT_x643935_y7743065,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.41670231128878,148.3917665293527,EPSG:32755,,,,,,,,,,,,,6
EMSR200_2_55KFT_x643935_y7745625,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.39357631331458,148.39155876236384,EPSG:32755,,,,,,,,,,,,,6
EMSR200_2_55KFT_x643935_y7748185,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.370450252036004,148.39135128273244,EPSG:32755,,,,,,,,,,,,,2
EMSR200_2_55KFT_x643935_y7750745,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.34732412751329,148.3911440902636,EPSG:32755,,,,,,,,,,,,,12
EMSR200_2_55KFT_x646495_y7730265,2017-02-16T19:36:34.044426Z,2017-03-12T19:36:34.212385Z,2017-03-30T19:35:39.392270Z,2017-04-05T19:36:34.848048Z,,,,,-20.532132402213023,148.41735881257907,EPSG:32755,,,,,,,,,,,,,7
