Nome_Serie,Data_1_org_SAR,Data_2_org_SAR,Data_3_org_SAR,Data_4_org_SAR,Data_1_SAR,Data_2_SAR,Data_3_SAR,Data_4_SAR,Lat_Centro_SAR,Lon_Centro_SAR,EPSG_SAR,Data_1_org_OPT,Data_2_org_OPT,Data_3_org_OPT,Data_4_org_OPT,Data_1_OPT,Data_2_OPT,Data_3_OPT,Data_4_OPT,Lat_Centro_OPT,Lon_Centro_OPT,MGRS_Tile_OPT,EPSG_OPT
EMSR706_1_31UDS_x415765_y5642235,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.91431799749129,1.8198767646311416,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-12-01,50.91431799749129,1.8198767646311416,31UDS,EPSG:32631
EMSR706_1_31UDS_x415765_y5644795,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.937334201524486,1.8192942223656137,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-12-01,50.937334201524486,1.8192942223656137,31UDS,EPSG:32631
EMSR706_1_31UDS_x415765_y5647355,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.96035030951329,1.8187109145435136,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-29,2022-11-29,50.96035030951329,1.8187109145435136,31UDS,EPSG:32631
EMSR706_1_31UDS_x418325_y5606395,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.59243929251885,1.8641123357010048,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-29,2022-11-29,50.59243929251885,1.8641123357010048,31UDS,EPSG:32631
EMSR706_1_31UDS_x418325_y5616635,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.684510081580655,1.861890684872855,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-14,2022-12-01,50.684510081580655,1.861890684872855,31UDS,EPSG:32631
EMSR706_1_31UDS_x418325_y5621755,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.73054490106278,1.86077549599991,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-14,2022-12-01,50.73054490106278,1.86077549599991,31UDS,EPSG:32631
EMSR706_1_31UDS_x418325_y5629435,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.79959641164028,1.859097230265879,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-12-01,50.79959641164028,1.859097230265879,31UDS,EPSG:32631
EMSR706_1_31UDS_x418325_y5631995,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.82261339022373,1.8585363413493807,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-12-01,50.82261339022373,1.8585363413493807,31UDS,EPSG:32631
EMSR706_1_31UDS_x418325_y5637115,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.86864706002219,1.857412355435096,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.86864706002219,1.857412355435096,31UDS,EPSG:32631
EMSR706_1_31UDS_x418325_y5639675,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.89166375125241,1.8568492559023289,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.89166375125241,1.8568492559023289,31UDS,EPSG:32631
EMSR706_1_31UDS_x418325_y5642235,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.91468034671348,1.8562854169574912,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.91468034671348,1.8562854169574912,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5606395,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.59278631023116,1.9002726888074024,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-29,2022-11-29,50.59278631023116,1.9002726888074024,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5616635,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.68485823102011,1.8981217275806888,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-12-01,2022-12-01,50.68485823102011,1.8981217275806888,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5619195,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.70787597229645,1.897582227988356,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-14,2022-12-01,50.70787597229645,1.897582227988356,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5634555,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.84598041362397,1.8943303592671767,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-05,2022-11-14,2022-11-29,50.84598041362397,1.8943303592671767,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5637115,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.86899748619792,1.893785891245896,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.86899748619792,1.893785891245896,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5639675,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.89201446327515,1.8932407085575025,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.89201446327515,1.8932407085575025,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5642235,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.915031344863806,1.8926948099704164,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.915031344863806,1.8926948099704164,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5644795,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.93804813097207,1.8921481942501392,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-14,2022-11-29,50.93804813097207,1.8921481942501392,31UDS,EPSG:32631
EMSR706_1_31UDS_x420885_y5649915,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.98408141678055,1.8910528064573644,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-29,2022-11-29,50.98408141678055,1.8910528064573644,31UDS,EPSG:32631
EMSR706_1_31UDS_x423445_y5611515,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.63915880359594,1.9353949674839617,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-26,2022-11-26,50.63915880359594,1.9353949674839617,31UDS,EPSG:32631
EMSR706_1_31UDS_x423445_y5629435,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.80028424681581,1.9317377931638,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-15,2022-11-14,2022-12-01,50.80028424681581,1.9317377931638,31UDS,EPSG:32631
EMSR706_1_31UDS_x423445_y5631995,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.82330178620254,1.9312125985628417,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-05,2022-11-14,2022-12-01,50.82330178620254,1.9312125985628417,31UDS,EPSG:32631
EMSR706_1_31UDS_x423445_y5639675,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.89235383293959,1.929632877110882,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.89235383293959,1.929632877110882,31UDS,EPSG:32631
EMSR706_1_31UDS_x426005_y5603835,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.57042792007586,1.9730962262159304,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-29,2022-11-29,50.57042792007586,1.9730962262159304,31UDS,EPSG:32631
EMSR706_1_31UDS_x426005_y5629435,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.800611205713146,1.968059117741572,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-05,2022-11-14,2022-12-01,50.800611205713146,1.968059117741572,31UDS,EPSG:32631
EMSR706_1_31UDS_x426005_y5631995,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.8236290116806,1.9675517720925584,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-05,2022-11-14,2022-12-01,50.8236290116806,1.9675517720925584,31UDS,EPSG:32631
EMSR706_1_31UDS_x426005_y5634555,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.84664672266617,1.967043761024306,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.84664672266617,1.967043761024306,31UDS,EPSG:32631
EMSR706_1_31UDS_x426005_y5639675,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.892681859727865,1.966025738046185,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.892681859727865,1.966025738046185,31UDS,EPSG:32631
EMSR706_1_31UDS_x426005_y5644795,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.93871661697112,1.9650050396122447,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.93871661697112,1.9650050396122447,31UDS,EPSG:32631
EMSR706_1_31UDS_x426005_y5647355,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.9617338531838,1.9644936842139904,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.9617338531838,1.9644936842139904,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5608955,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.61677894008152,2.008274090116916,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-29,2022-11-29,50.61677894008152,2.008274090116916,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5624315,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.75489044725422,2.0053581760564057,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.75489044725422,2.0053581760564057,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5626875,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.77790870007546,2.004869961234041,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-05,2022-11-14,2022-11-26,50.77790870007546,2.004869961234041,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5629435,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.80092685814797,2.00438110659554,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-05,2022-11-14,2022-11-26,50.80092685814797,2.00438110659554,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5631995,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.82394492148113,2.0038916110410625,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-05,2022-11-14,2022-11-29,50.82394492148113,2.0038916110410625,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5634555,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.84696289008442,2.003401473468167,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.84696289008442,2.003401473468167,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5637115,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.86998076396733,2.002910692771804,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.86998076396733,2.002910692771804,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5642235,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.91601622761026,2.0019271975753865,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.91601622761026,2.0019271975753865,31UDS,EPSG:32631
EMSR706_1_31UDS_x428565_y5644795,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.93903381738952,2.00143448085212,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.93903381738952,2.00143448085212,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5603835,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.57104288987576,2.045386388582613,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-22,2022-11-29,2022-11-29,50.57104288987576,2.045386388582613,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5614075,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.6631193499659,2.043520670908008,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-29,2022-11-29,50.6631193499659,2.043520670908008,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5624315,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.75519429717369,2.0416451734817094,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-26,50.75519429717369,2.0416451734817094,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5626875,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.778212797660174,2.0411747631698467,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-14,2022-11-26,50.778212797660174,2.0411747631698467,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5629435,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.80123120364006,2.040703736365052,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-05,2022-11-14,2022-11-29,50.80123120364006,2.040703736365052,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5631995,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.82424951512316,2.0402320920075496,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-05,2022-11-14,2022-11-29,50.82424951512316,2.0402320920075496,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5637115,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.87028585463865,2.0392869463827865,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-28,2022-10-20,2022-11-14,2022-11-29,50.87028585463865,2.0392869463827865,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5639675,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.89330388269098,2.0388134429834146,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.89330388269098,2.0388134429834146,31UDS,EPSG:32631
EMSR706_1_31UDS_x431125_y5642235,2023-09-08T05:59:27.753894Z,2023-10-19T06:07:38.371267Z,2023-11-24T06:07:37.184854Z,2023-12-06T06:07:37.028867Z,2022-09-01,2022-10-12,2022-11-17,2022-11-29,50.9163218162864,2.0383393177671,EPSG:32631,2023-09-07T10:46:29.024000Z,2023-10-15T11:00:11.024000Z,2023-11-24T11:03:51.024000Z,2023-12-06T10:53:39.024000Z,2022-08-31,2022-10-20,2022-11-14,2022-11-29,50.9163218162864,2.0383393177671,31UDS,EPSG:32631
